SiteProvince,DistrictName,EpiWeek,SampleCollectionDate,LabNumber,Sequence_ID,SiteName
Gauteng,Ekurhuleni MM,39.0,2022-09-27,ENV-NIC-22-0765,ENV-NIC-22-0765,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Johannesburg MM,39.0,2022-09-27,ENV-NIC-22-0766,ENV-NIC-22-0766,Goudkoppies Wastewater Treatment Works
Gauteng,Tshwane MM,39.0,2022-09-28,ENV-NIC-22-0767,ENV-NIC-22-0767,Rooiwal Wastewater Treatment Works
Gauteng,Johannesburg MM,40.0,2022-10-04,ENV-NIC-22-0792,ENV-NIC-22-0792,Northern Wastewater Treatment Works (GP)
Gauteng,Tshwane MM,40.0,2022-10-05,ENV-NIC-22-0794,ENV-NIC-22-0794,Daspoort Wastewater Treatment Works
Western Cape,Cape Town MM,41.0,2022-10-10,ENV-NIC-22-0809,ENV-NIC-22-0809,Zandvleit Wastewater Treatment Works
Western Cape,Cape Town MM,41.0,2022-10-10,ENV-NIC-22-0810,ENV-NIC-22-0810,Borcherds Quarry Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,41.0,2022-10-11,ENV-NIC-22-0811,ENV-NIC-22-0811,Kwanobuhle Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,41.0,2022-10-11,ENV-NIC-22-0812,ENV-NIC-22-0812,Brickfield Pre-treatment Works
Free State,Mangaung MM,42.0,2022-10-18,ENV-NIC-22-0829,ENV-NIC-22-0829,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,42.0,2022-10-18,ENV-NIC-22-0830,ENV-NIC-22-0830,Sterkwater Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,43.0,2022-10-24,ENV-NIC-22-0900,ENV-NIC-22-0900,Central Wastewater Treatment Works (KZN)
Gauteng,Johannesburg MM,43.0,2022-10-25,ENV-NIC-22-0901,ENV-NIC-22-0901,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,43.0,2022-10-25,ENV-NIC-22-0902,ENV-NIC-22-0902,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Tshwane MM,43.0,2022-10-26,ENV-NIC-22-0903,ENV-NIC-22-0903,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,44.0,2022-11-01,ENV-NIC-22-0918,ENV-NIC-22-0918,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,44.0,2022-11-01,ENV-NIC-22-0919,ENV-NIC-22-0919,Northern Wastewater Treatment Works (GP)
Eastern Cape,Buffalo City MM,45.0,2022-11-08,ENV-NIC-22-0934,ENV-NIC-22-0934,East Bank Wastewater Treatment Works
Free State,Mangaung MM,46.0,2022-11-15,ENV-NIC-22-0962,ENV-NIC-22-0962,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,46.0,2022-11-15,ENV-NIC-22-0963,ENV-NIC-22-0963,Sterkwater Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,47.0,2022-11-21,ENV-NIC-22-0987,ENV-NIC-22-0987,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,47.0,2022-11-21,ENV-NIC-22-0988,ENV-NIC-22-0988,Northern Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,47.0,2022-11-22,ENV-NIC-22-0989,ENV-NIC-22-0989,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,47.0,2022-11-22,ENV-NIC-22-0990,ENV-NIC-22-0990,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Johannesburg MM,48.0,2022-11-29,ENV-NIC-22-1020,ENV-NIC-22-1020,Goudkoppies Wastewater Treatment Works
Gauteng,Ekurhuleni MM,49.0,2022-12-06,ENV-NIC-22-1035,ENV-NIC-22-1035,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,49.0,2022-12-06,ENV-NIC-22-1036,ENV-NIC-22-1036,Northern Wastewater Treatment Works (GP)
Gauteng,Tshwane MM,49.0,2022-12-07,ENV-NIC-22-1037,ENV-NIC-22-1037,Daspoort Wastewater Treatment Works
Western Cape,Cape Town MM,50.0,2022-12-13,ENV-NIC-22-1079,ENV-NIC-22-1079,Zandvleit Wastewater Treatment Works
Eastern Cape,Buffalo City MM,50.0,2022-12-14,ENV-NIC-22-1082,ENV-NIC-22-1082,Mdantsane Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,50.0,2022-12-12,ENV-NIC-22-1084,ENV-NIC-22-1084,Brickfield Pre-treatment Works
Eastern Cape,Nelson Mandela Bay MM,50.0,2022-12-13,ENV-NIC-22-1085,ENV-NIC-22-1085,Kwanobuhle Wastewater Treatment Works
Western Cape,Cape Town MM,2.0,2023-01-09,ENV-NIC-23-0021,ENV-NIC-23-0021,Zandvleit Wastewater Treatment Works
Gauteng,Tshwane MM,3.0,2023-01-17,ENV-NIC-23-0044,ENV-NIC-23-0044,Daspoort Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,8.0,2023-02-20,ENV-NIC-23-0191,ENV-NIC-23-0191,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,8.0,2023-02-20,ENV-NIC-23-0192,ENV-NIC-23-0192,Northern Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,8.0,2023-02-21,ENV-NIC-23-0193,ENV-NIC-23-0193,Daspoort Wastewater Treatment Works
Gauteng,Tshwane MM,8.0,2023-02-22,ENV-NIC-23-0195,ENV-NIC-23-0195,SAPS Training College
Gauteng,Ekurhuleni MM,9.0,2023-02-28,ENV-NIC-23-0226,ENV-NIC-23-0226,Hartebeesfontein Waterworks
Gauteng,Tshwane MM,9.0,2023-03-01,ENV-NIC-23-0227,ENV-NIC-23-0227,Daspoort Wastewater Treatment Works
Western Cape,Cape Town MM,11.0,2023-03-13,ENV-NIC-23-0279,ENV-NIC-23-0279,Zandvleit Wastewater Treatment Works
Western Cape,Cape Town MM,11.0,2023-03-13,ENV-NIC-23-0280,ENV-NIC-23-0280,Borcherds Quarry Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,10.0,2023-03-06,ENV-NIC-23-0281,ENV-NIC-23-0281,Kwanobuhle Wastewater Treatment Works
Free State,Mangaung MM,11.0,2023-03-14,ENV-NIC-23-0282,ENV-NIC-23-0282,Sterkwater Wastewater Treatment Works
Gauteng,Ekurhuleni MM,12.0,2023-03-22,ENV-NIC-23-0292,ENV-NIC-23-0292,ERWAT Vlakplaat Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,12.0,2023-03-22,ENV-NIC-23-0305,ENV-NIC-23-0305,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,14.0,2023-04-05,ENV-NIC-23-0351,ENV-NIC-23-0351,Daspoort Wastewater Treatment Works
Gauteng,Johannesburg MM,14.0,2023-04-05,ENV-NIC-23-0352,ENV-NIC-23-0352,Northern Wastewater Treatment Works (GP)
Western Cape,Cape Town MM,15.0,2023-04-11,ENV-NIC-23-0400,ENV-NIC-23-0400,Zandvleit Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,15.0,2023-03-15,ENV-NIC-23-0402,ENV-NIC-23-0402,Brickfield Pre-treatment Works
Free State,Mangaung MM,16.0,2023-04-18,ENV-NIC-23-0431,ENV-NIC-23-0431,Bloemspruit Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,17.0,2023-04-24,ENV-NIC-23-0459,ENV-NIC-23-0459,Central Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,17.0,2023-04-24,ENV-NIC-23-0460,ENV-NIC-23-0460,Northern Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,17.0,2023-04-25,ENV-NIC-23-0461,ENV-NIC-23-0461,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Tshwane MM,18.0,2023-05-03,ENV-NIC-23-0469,ENV-NIC-23-0469,Daspoort Wastewater Treatment Works
Western Cape,Cape Town MM,19.0,2023-05-08,ENV-NIC-23-0492,ENV-NIC-23-0492,Zandvleit Wastewater Treatment Works
Western Cape,Cape Town MM,19.0,2023-05-09,ENV-NIC-23-0493,ENV-NIC-23-0493,Borcherds Quarry Wastewater Treatment Works
Free State,Mangaung MM,19.0,2023-05-09,ENV-NIC-23-0499,ENV-NIC-23-0499,Sterkwater Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,19.0,2023-05-09,ENV-NIC-23-0501,ENV-NIC-23-0501,Kwanobuhle Wastewater Treatment Works
Gauteng,Tshwane MM,21.0,2023-05-24,ENV-NIC-23-0560,ENV-NIC-23-0560,Rooiwal Wastewater Treatment Works
Free State,Mangaung MM,25.0,2023-06-20,ENV-NIC-23-0698,ENV-NIC-23-0698,Sterkwater Wastewater Treatment Works
KwaZulu-Natal,Ethekwini MM,26.0,2023-06-26,ENV-NIC-23-0716,ENV-NIC-23-0716,Central Wastewater Treatment Works (KZN)
Gauteng,Tshwane MM,26.0,2023-06-28,ENV-NIC-23-0719,ENV-NIC-23-0719,Rooiwal Wastewater Treatment Works
Western Cape,Cape Town MM,28.0,2023-07-10,ENV-NIC-23-0784,ENV-NIC-23-0784,Borcherds Quarry Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,28.0,2023-07-10,ENV-NIC-23-0790,ENV-NIC-23-0790,Kwanobuhle Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,28.0,2023-07-11,ENV-NIC-23-0791,ENV-NIC-23-0791,Brickfield Pre-treatment Works
KwaZulu-Natal,Ethekwini MM,34.0,2023-08-21,ENV-NIC-23-0929,ENV-NIC-23-0929,Northern Wastewater Treatment Works (KZN)
KwaZulu-Natal,Ethekwini MM,34.0,2023-08-21,ENV-NIC-23-0930,ENV-NIC-23-0930,Central Wastewater Treatment Works (KZN)
Gauteng,Ekurhuleni MM,34.0,2023-08-22,ENV-NIC-23-0931,ENV-NIC-23-0931,ERWAT Vlakplaat Wastewater Treatment Works
Gauteng,Tshwane MM,34.0,2023-08-23,ENV-NIC-23-0934,ENV-NIC-23-0934,Rooiwal Wastewater Treatment Works
Gauteng,Ekurhuleni MM,36.0,2023-09-05,ENV-NIC-23-0965,ENV-NIC-23-0965,Hartebeesfontein Waterworks
Gauteng,Johannesburg MM,36.0,2023-09-05,ENV-NIC-23-0966,ENV-NIC-23-0966,Northern Wastewater Treatment Works (GP)
Free State,Mangaung MM,38.0,2023-09-19,ENV-NIC-23-1047,ENV-NIC-23-1047,Bloemspruit Wastewater Treatment Works
Free State,Mangaung MM,38.0,2023-09-19,ENV-NIC-23-1048,ENV-NIC-23-1048,Sterkwater Wastewater Treatment Works
Free State,Mangaung MM,42.0,2023-10-17,ENV-NIC-23-1178,ENV-NIC-23-1178,Sterkwater Wastewater Treatment Works
Free State,Mangaung MM,42.0,2023-10-17,ENV-NIC-23-1179,ENV-NIC-23-1179,Bloemspruit Wastewater Treatment Works
Gauteng,Ekurhuleni MM,43.0,2023-10-24,ENV-NIC-23-1203,ENV-NIC-23-1203,ERWAT Vlakplaat Wastewater Treatment Works
Eastern Cape,Nelson Mandela Bay MM,50.0,2023-12-12,ENV-NIC-23-1436,ENV-NIC-23-1436,Brickfield Pre-treatment Works
Eastern Cape,Buffalo City MM,50.0,2023-12-12,ENV-NIC-23-1437,ENV-NIC-23-1437,Mdantsane Wastewater Treatment Works
